Point of connection,Trading date,Trading period,$/MWh,Price status
BEN2201,2026-01-23,14,0.02,Final
BEN2201,2026-01-23,15,0.03,Final
BEN2201,2026-01-23,16,0.04,Final
BEN2201,2026-01-23,17,0.03,Final
BEN2201,2026-01-23,18,0.02,Final
BEN2201,2026-01-23,19,0.02,Final
BEN2201,2026-01-23,20,0.02,Final
BEN2201,2026-01-23,21,0.02,Final
BEN2201,2026-01-23,22,0.02,Final
BEN2201,2026-01-23,23,0.02,Final
BEN2201,2026-01-23,24,0.02,Final
BEN2201,2026-01-23,25,0.03,Final
BEN2201,2026-01-23,26,0.03,Final
BEN2201,2026-01-23,27,0.03,Final
BEN2201,2026-01-23,28,0.03,Final
BEN2201,2026-01-23,29,0.03,Final
BEN2201,2026-01-23,30,0.03,Final
BEN2201,2026-01-23,31,0.03,Final
BEN2201,2026-01-23,32,0.24,Final
BEN2201,2026-01-23,33,0.63,Final
BEN2201,2026-01-23,34,0.22,Final
BEN2201,2026-01-23,35,0.26,Final
BEN2201,2026-01-23,36,1.07,Final
BEN2201,2026-01-23,37,0.12,Final
BEN2201,2026-01-23,38,1.19,Final
BEN2201,2026-01-23,39,1.41,Final
BEN2201,2026-01-23,40,1.67,Final
BEN2201,2026-01-23,41,0.22,Final
BEN2201,2026-01-23,42,0.03,Final
BEN2201,2026-01-23,43,1.33,Final
BEN2201,2026-01-23,44,0.18,Final
BEN2201,2026-01-23,45,0.05,Final
BEN2201,2026-01-23,46,0.03,Final
BEN2201,2026-01-23,47,0.02,Final
BEN2201,2026-01-23,48,0.02,Final
BEN2201,2026-01-22,1,0.01,Final
BEN2201,2026-01-22,2,0.01,Final
BEN2201,2026-01-22,3,0.01,Final
BEN2201,2026-01-22,4,0.01,Final
BEN2201,2026-01-22,5,0.01,Final
BEN2201,2026-01-22,6,0.01,Final
BEN2201,2026-01-22,7,0.01,Final
BEN2201,2026-01-22,8,0.01,Final
BEN2201,2026-01-22,9,0.01,Final
BEN2201,2026-01-22,10,0.01,Final
BEN2201,2026-01-22,11,0.01,Final
BEN2201,2026-01-22,12,0.49,Final
BEN2201,2026-01-22,13,1.57,Final
BEN2201,2026-01-22,14,1.23,Final
BEN2201,2026-01-22,15,1.65,Final
BEN2201,2026-01-22,16,2.96,Final
BEN2201,2026-01-22,17,5.4,Final
BEN2201,2026-01-22,18,5.14,Final
BEN2201,2026-01-22,19,1.17,Final
BEN2201,2026-01-22,20,1.34,Final
BEN2201,2026-01-22,21,14.79,Final
BEN2201,2026-01-22,22,17.44,Final
BEN2201,2026-01-22,23,10.37,Final
BEN2201,2026-01-22,24,9.43,Final
BEN2201,2026-01-22,25,1.42,Final
BEN2201,2026-01-22,26,0.08,Final
BEN2201,2026-01-22,27,0.03,Final
BEN2201,2026-01-22,28,0.03,Final
BEN2201,2026-01-22,29,0.02,Final
BEN2201,2026-01-22,30,0.02,Final
BEN2201,2026-01-22,31,0.03,Final
BEN2201,2026-01-22,32,0.02,Final
BEN2201,2026-01-22,33,0.03,Final
BEN2201,2026-01-22,34,0.03,Final
BEN2201,2026-01-22,35,0.05,Final
BEN2201,2026-01-22,36,1.16,Final
BEN2201,2026-01-22,37,0.48,Final
BEN2201,2026-01-22,38,1.14,Final
BEN2201,2026-01-22,39,1.23,Final
BEN2201,2026-01-22,40,1.57,Final
BEN2201,2026-01-22,41,0.12,Final
BEN2201,2026-01-22,42,0.13,Final
BEN2201,2026-01-22,43,1.1,Final
BEN2201,2026-01-22,44,0.4,Final
BEN2201,2026-01-22,45,0.02,Final
BEN2201,2026-01-22,46,0.01,Final
BEN2201,2026-01-22,47,0.01,Final
BEN2201,2026-01-22,48,0.01,Final
BEN2201,2026-01-21,1,1.12,Final
BEN2201,2026-01-21,2,0.06,Final
BEN2201,2026-01-21,3,0.01,Final
BEN2201,2026-01-21,4,0.01,Final
BEN2201,2026-01-21,5,0.01,Final
BEN2201,2026-01-21,6,0.01,Final
BEN2201,2026-01-21,7,0.01,Final
BEN2201,2026-01-21,8,0.01,Final
BEN2201,2026-01-21,9,0.01,Final
BEN2201,2026-01-21,10,0.01,Final
BEN2201,2026-01-21,11,0.81,Final
BEN2201,2026-01-21,12,1.11,Final
BEN2201,2026-01-21,13,1.67,Final
BEN2201,2026-01-21,14,0.9,Final
BEN2201,2026-01-21,15,1.07,Final
BEN2201,2026-01-21,16,1.0,Final
BEN2201,2026-01-21,17,0.02,Final
BEN2201,2026-01-21,18,0.02,Final
BEN2201,2026-01-21,19,0.02,Final
BEN2201,2026-01-21,20,0.02,Final
BEN2201,2026-01-21,21,1.61,Final
BEN2201,2026-01-21,22,5.87,Final
BEN2201,2026-01-21,23,3.76,Final
BEN2201,2026-01-21,24,4.98,Final
BEN2201,2026-01-21,25,1.16,Final
BEN2201,2026-01-21,26,1.09,Final
BEN2201,2026-01-21,27,1.01,Final
BEN2201,2026-01-21,28,1.0,Final
BEN2201,2026-01-21,29,1.0,Final
BEN2201,2026-01-21,30,1.2,Final
BEN2201,2026-01-21,31,1.53,Final
BEN2201,2026-01-21,32,2.2,Final
BEN2201,2026-01-21,33,2.08,Final
BEN2201,2026-01-21,34,1.06,Final
BEN2201,2026-01-21,35,1.0,Final
BEN2201,2026-01-21,36,1.0,Final
BEN2201,2026-01-21,37,1.0,Final
BEN2201,2026-01-21,38,0.89,Final
BEN2201,2026-01-21,39,0.28,Final
BEN2201,2026-01-21,40,0.24,Final
BEN2201,2026-01-21,41,0.47,Final
BEN2201,2026-01-21,42,0.02,Final
BEN2201,2026-01-21,43,0.08,Final
BEN2201,2026-01-21,44,0.02,Final
BEN2201,2026-01-21,45,0.28,Final
BEN2201,2026-01-21,46,0.59,Final
BEN2201,2026-01-21,47,0.71,Final
BEN2201,2026-01-21,48,0.03,Final
BEN2201,2026-01-20,1,0.01,Final
BEN2201,2026-01-20,2,0.01,Final
BEN2201,2026-01-20,3,0.01,Final
BEN2201,2026-01-20,4,0.01,Final
BEN2201,2026-01-20,5,0.01,Final
BEN2201,2026-01-20,6,0.01,Final
BEN2201,2026-01-20,7,0.01,Final
BEN2201,2026-01-20,8,0.01,Final
BEN2201,2026-01-20,9,0.01,Final
BEN2201,2026-01-20,10,0.01,Final
BEN2201,2026-01-20,11,0.01,Final
BEN2201,2026-01-20,12,5.46,Final
BEN2201,2026-01-20,13,1.87,Final
BEN2201,2026-01-20,14,1.37,Final
BEN2201,2026-01-20,15,1.95,Final
BEN2201,2026-01-20,16,1.69,Final
BEN2201,2026-01-20,17,1.1,Final
BEN2201,2026-01-20,18,1.21,Final
BEN2201,2026-01-20,19,1.08,Final
BEN2201,2026-01-20,20,1.96,Final
BEN2201,2026-01-20,21,1.04,Final
BEN2201,2026-01-20,22,1.1,Final
BEN2201,2026-01-20,23,1.82,Final
BEN2201,2026-01-20,24,1.27,Final
BEN2201,2026-01-20,25,1.01,Final
BEN2201,2026-01-20,26,1.0,Final
BEN2201,2026-01-20,27,1.09,Final
BEN2201,2026-01-20,28,1.0,Final
BEN2201,2026-01-20,29,1.0,Final
BEN2201,2026-01-20,30,1.0,Final
BEN2201,2026-01-20,31,1.0,Final
BEN2201,2026-01-20,32,1.0,Final
BEN2201,2026-01-20,33,1.18,Final
BEN2201,2026-01-20,34,1.5,Final
BEN2201,2026-01-20,35,1.55,Final
BEN2201,2026-01-20,36,0.83,Final
BEN2201,2026-01-20,37,0.34,Final
BEN2201,2026-01-20,38,0.31,Final
BEN2201,2026-01-20,39,0.02,Final
BEN2201,2026-01-20,40,1.57,Final
BEN2201,2026-01-20,41,0.66,Final
BEN2201,2026-01-20,42,0.45,Final
BEN2201,2026-01-20,43,1.33,Final
BEN2201,2026-01-20,44,1.3,Final
BEN2201,2026-01-20,45,0.98,Final
BEN2201,2026-01-20,46,2.36,Final
BEN2201,2026-01-20,47,1.43,Final
BEN2201,2026-01-20,48,0.26,Final
BEN2201,2026-01-19,1,0.01,Final
BEN2201,2026-01-19,2,0.01,Final
BEN2201,2026-01-19,3,0.01,Final
BEN2201,2026-01-19,4,0.01,Final
BEN2201,2026-01-19,5,0.01,Final
BEN2201,2026-01-19,6,0.01,Final
BEN2201,2026-01-19,7,0.01,Final
BEN2201,2026-01-19,8,0.01,Final
BEN2201,2026-01-19,9,0.01,Final
BEN2201,2026-01-19,10,0.01,Final
BEN2201,2026-01-19,11,0.01,Final
BEN2201,2026-01-19,12,0.01,Final
BEN2201,2026-01-19,13,0.01,Final
BEN2201,2026-01-19,14,0.57,Final
BEN2201,2026-01-19,15,0.39,Final
BEN2201,2026-01-19,16,0.25,Final
BEN2201,2026-01-19,17,1.31,Final
BEN2201,2026-01-19,18,0.29,Final
BEN2201,2026-01-19,19,0.12,Final
BEN2201,2026-01-19,20,0.03,Final
BEN2201,2026-01-19,21,0.03,Final
BEN2201,2026-01-19,22,0.25,Final
BEN2201,2026-01-19,23,0.22,Final
BEN2201,2026-01-19,24,0.07,Final
BEN2201,2026-01-19,25,0.02,Final
BEN2201,2026-01-19,26,0.02,Final
BEN2201,2026-01-19,27,0.05,Final
BEN2201,2026-01-19,28,0.07,Final
BEN2201,2026-01-19,29,0.02,Final
BEN2201,2026-01-19,30,0.09,Final
BEN2201,2026-01-19,31,0.46,Final
BEN2201,2026-01-19,32,0.46,Final
BEN2201,2026-01-19,33,1.85,Final
BEN2201,2026-01-19,34,2.0,Final
BEN2201,2026-01-19,35,2.05,Final
BEN2201,2026-01-19,36,2.0,Final
BEN2201,2026-01-19,37,1.43,Final
BEN2201,2026-01-19,38,1.69,Final
BEN2201,2026-01-19,39,1.02,Final
BEN2201,2026-01-19,40,0.99,Final
BEN2201,2026-01-19,41,0.32,Final
BEN2201,2026-01-19,42,0.72,Final
BEN2201,2026-01-19,43,1.75,Final
BEN2201,2026-01-19,44,0.56,Final
BEN2201,2026-01-19,45,0.37,Final
BEN2201,2026-01-19,46,0.03,Final
BEN2201,2026-01-19,47,0.02,Final
BEN2201,2026-01-19,48,0.01,Final
BEN2201,2026-01-18,1,0.01,Final
BEN2201,2026-01-18,2,0.01,Final
BEN2201,2026-01-18,3,0.01,Final
BEN2201,2026-01-18,4,0.01,Final
BEN2201,2026-01-18,5,0.01,Final
BEN2201,2026-01-18,6,0.01,Final
BEN2201,2026-01-18,7,0.01,Final
BEN2201,2026-01-18,8,0.01,Final
BEN2201,2026-01-18,9,0.01,Final
BEN2201,2026-01-18,10,0.01,Final
BEN2201,2026-01-18,11,0.01,Final
BEN2201,2026-01-18,12,0.01,Final
BEN2201,2026-01-18,13,0.01,Final
BEN2201,2026-01-18,14,0.01,Final
BEN2201,2026-01-18,15,0.01,Final
BEN2201,2026-01-18,16,0.01,Final
BEN2201,2026-01-18,17,0.01,Final
BEN2201,2026-01-18,18,0.01,Final
BEN2201,2026-01-18,19,0.02,Final
BEN2201,2026-01-18,20,0.73,Final
BEN2201,2026-01-18,21,0.73,Final
BEN2201,2026-01-18,22,0.54,Final
BEN2201,2026-01-18,23,1.15,Final
BEN2201,2026-01-18,24,0.5,Final
BEN2201,2026-01-18,25,0.15,Final
BEN2201,2026-01-18,26,0.02,Final
BEN2201,2026-01-18,27,0.01,Final
BEN2201,2026-01-18,28,0.01,Final
BEN2201,2026-01-18,29,0.01,Final
BEN2201,2026-01-18,30,0.01,Final
BEN2201,2026-01-18,31,0.01,Final
BEN2201,2026-01-18,32,0.01,Final
BEN2201,2026-01-18,33,0.01,Final
BEN2201,2026-01-18,34,0.28,Final
BEN2201,2026-01-18,35,1.99,Final
BEN2201,2026-01-18,36,1.16,Final
BEN2201,2026-01-18,37,1.99,Final
BEN2201,2026-01-18,38,1.99,Final
BEN2201,2026-01-18,39,1.99,Final
BEN2201,2026-01-18,40,1.64,Final
BEN2201,2026-01-18,41,1.09,Final
BEN2201,2026-01-18,42,1.95,Final
BEN2201,2026-01-18,43,6.45,Final
BEN2201,2026-01-18,44,2.65,Final
BEN2201,2026-01-18,45,1.77,Final
BEN2201,2026-01-18,46,0.66,Final
BEN2201,2026-01-18,47,0.01,Final
BEN2201,2026-01-18,48,0.01,Final
BEN2201,2026-01-17,1,0.32,Final
BEN2201,2026-01-17,2,0.31,Final
BEN2201,2026-01-17,3,0.01,Final
BEN2201,2026-01-17,4,0.01,Final
BEN2201,2026-01-17,5,0.01,Final
BEN2201,2026-01-17,6,0.01,Final
BEN2201,2026-01-17,7,0.01,Final
BEN2201,2026-01-17,8,0.01,Final
BEN2201,2026-01-17,9,0.01,Final
BEN2201,2026-01-17,10,0.01,Final
BEN2201,2026-01-17,11,0.01,Final
BEN2201,2026-01-17,12,0.01,Final
BEN2201,2026-01-17,13,0.01,Final
BEN2201,2026-01-17,14,0.01,Final
BEN2201,2026-01-17,15,0.02,Final
BEN2201,2026-01-17,16,0.02,Final
BEN2201,2026-01-17,17,0.02,Final
BEN2201,2026-01-17,18,0.02,Final
BEN2201,2026-01-17,19,0.77,Final
BEN2201,2026-01-17,20,0.41,Final
BEN2201,2026-01-17,21,1.01,Final
BEN2201,2026-01-17,22,0.03,Final
BEN2201,2026-01-17,23,1.38,Final
BEN2201,2026-01-17,24,0.71,Final
BEN2201,2026-01-17,25,1.99,Final
BEN2201,2026-01-17,26,1.63,Final
BEN2201,2026-01-17,27,0.02,Final
BEN2201,2026-01-17,28,0.36,Final
BEN2201,2026-01-17,29,0.31,Final
BEN2201,2026-01-17,30,0.39,Final
BEN2201,2026-01-17,31,0.71,Final
BEN2201,2026-01-17,32,2.0,Final
BEN2201,2026-01-17,33,2.0,Final
BEN2201,2026-01-17,34,2.0,Final
BEN2201,2026-01-17,35,2.0,Final
BEN2201,2026-01-17,36,2.0,Final
BEN2201,2026-01-17,37,2.0,Final
BEN2201,2026-01-17,38,0.8,Final
BEN2201,2026-01-17,39,1.33,Final
BEN2201,2026-01-17,40,0.67,Final
BEN2201,2026-01-17,41,0.03,Final
BEN2201,2026-01-17,42,1.72,Final
BEN2201,2026-01-17,43,2.0,Final
BEN2201,2026-01-17,44,1.72,Final
BEN2201,2026-01-17,45,0.15,Final
BEN2201,2026-01-17,46,0.05,Final
BEN2201,2026-01-17,47,0.01,Final
BEN2201,2026-01-17,48,0.01,Final
BEN2201,2026-01-16,1,1.08,Final
BEN2201,2026-01-16,2,0.02,Final
BEN2201,2026-01-16,3,0.01,Final
BEN2201,2026-01-16,4,0.02,Final
BEN2201,2026-01-16,5,0.01,Final
BEN2201,2026-01-16,6,0.01,Final
BEN2201,2026-01-16,7,0.01,Final
BEN2201,2026-01-16,8,0.01,Final
BEN2201,2026-01-16,9,0.01,Final
BEN2201,2026-01-16,10,0.01,Final
BEN2201,2026-01-16,11,0.01,Final
BEN2201,2026-01-16,12,0.01,Final
BEN2201,2026-01-16,13,0.01,Final
BEN2201,2026-01-16,14,0.37,Final
BEN2201,2026-01-16,15,1.03,Final
BEN2201,2026-01-16,16,1.0,Final
BEN2201,2026-01-16,17,0.38,Final
BEN2201,2026-01-16,18,0.4,Final
BEN2201,2026-01-16,19,0.34,Final
BEN2201,2026-01-16,20,0.02,Final
BEN2201,2026-01-16,21,0.02,Final
BEN2201,2026-01-16,22,0.02,Final
BEN2201,2026-01-16,23,0.03,Final
BEN2201,2026-01-16,24,0.02,Final
BEN2201,2026-01-16,25,2.0,Final
BEN2201,2026-01-16,26,1.62,Final
BEN2201,2026-01-16,27,1.76,Final
BEN2201,2026-01-16,28,1.16,Final
BEN2201,2026-01-16,29,1.68,Final
BEN2201,2026-01-16,30,2.56,Final
BEN2201,2026-01-16,31,1.84,Final
BEN2201,2026-01-16,32,1.26,Final
BEN2201,2026-01-16,33,1.94,Final
BEN2201,2026-01-16,34,2.0,Final
BEN2201,2026-01-16,35,2.1,Final
BEN2201,2026-01-16,36,1.23,Final
BEN2201,2026-01-16,37,1.39,Final
BEN2201,2026-01-16,38,8.73,Final
BEN2201,2026-01-16,39,3.53,Final
BEN2201,2026-01-16,40,3.59,Final
BEN2201,2026-01-16,41,4.34,Final
BEN2201,2026-01-16,42,2.0,Final
BEN2201,2026-01-16,43,4.37,Final
BEN2201,2026-01-16,44,2.13,Final
BEN2201,2026-01-16,45,1.63,Final
BEN2201,2026-01-16,46,0.31,Final
BEN2201,2026-01-16,47,0.68,Final
BEN2201,2026-01-16,48,0.01,Final
BEN2201,2026-01-15,1,2.64,Final
BEN2201,2026-01-15,2,4.98,Final
BEN2201,2026-01-15,3,0.31,Final
BEN2201,2026-01-15,4,0.02,Final
BEN2201,2026-01-15,5,0.01,Final
BEN2201,2026-01-15,6,0.01,Final
BEN2201,2026-01-15,7,0.01,Final
BEN2201,2026-01-15,8,0.02,Final
BEN2201,2026-01-15,9,0.02,Final
BEN2201,2026-01-15,10,0.98,Final
BEN2201,2026-01-15,11,3.77,Final
BEN2201,2026-01-15,12,11.31,Final
BEN2201,2026-01-15,13,3.83,Final
BEN2201,2026-01-15,14,3.48,Final
BEN2201,2026-01-15,15,3.09,Final
BEN2201,2026-01-15,16,3.75,Final
BEN2201,2026-01-15,17,1.32,Final
BEN2201,2026-01-15,18,1.28,Final
BEN2201,2026-01-15,19,16.67,Final
BEN2201,2026-01-15,20,10.73,Final
BEN2201,2026-01-15,21,10.71,Final
BEN2201,2026-01-15,22,6.56,Final
BEN2201,2026-01-15,23,7.88,Final
BEN2201,2026-01-15,24,4.56,Final
BEN2201,2026-01-15,25,13.95,Final
BEN2201,2026-01-15,26,11.47,Final
BEN2201,2026-01-15,27,14.84,Final
BEN2201,2026-01-15,28,8.62,Final
BEN2201,2026-01-15,29,7.11,Final
BEN2201,2026-01-15,30,5.12,Final
BEN2201,2026-01-15,31,12.22,Final
BEN2201,2026-01-15,32,22.69,Final
BEN2201,2026-01-15,33,6.15,Final
BEN2201,2026-01-15,34,11.4,Final
BEN2201,2026-01-15,35,1.81,Final
BEN2201,2026-01-15,36,2.32,Final
BEN2201,2026-01-15,37,1.18,Final
BEN2201,2026-01-15,38,1.0,Final
BEN2201,2026-01-15,39,0.07,Final
BEN2201,2026-01-15,40,0.03,Final
BEN2201,2026-01-15,41,0.2,Final
BEN2201,2026-01-15,42,0.07,Final
BEN2201,2026-01-15,43,1.49,Final
BEN2201,2026-01-15,44,0.09,Final
BEN2201,2026-01-15,45,1.63,Final
BEN2201,2026-01-15,46,5.81,Final
BEN2201,2026-01-15,47,5.98,Final
BEN2201,2026-01-15,48,1.15,Final
BEN2201,2026-01-14,1,0.79,Final
BEN2201,2026-01-14,2,0.01,Final
BEN2201,2026-01-14,3,0.01,Final
BEN2201,2026-01-14,4,0.01,Final
BEN2201,2026-01-14,5,0.01,Final
BEN2201,2026-01-14,6,0.01,Final
BEN2201,2026-01-14,7,0.01,Final
BEN2201,2026-01-14,8,0.01,Final
BEN2201,2026-01-14,9,0.01,Final
BEN2201,2026-01-14,10,0.01,Final
BEN2201,2026-01-14,11,0.34,Final
BEN2201,2026-01-14,12,1.46,Final
BEN2201,2026-01-14,13,1.69,Final
BEN2201,2026-01-14,14,0.87,Final
BEN2201,2026-01-14,15,0.69,Final
BEN2201,2026-01-14,16,1.0,Final
BEN2201,2026-01-14,17,1.0,Final
BEN2201,2026-01-14,18,1.0,Final
BEN2201,2026-01-14,19,1.0,Final
BEN2201,2026-01-14,20,1.0,Final
BEN2201,2026-01-14,21,1.0,Final
BEN2201,2026-01-14,22,7.01,Final
BEN2201,2026-01-14,23,22.97,Final
BEN2201,2026-01-14,24,1.0,Final
BEN2201,2026-01-14,25,1.0,Final
BEN2201,2026-01-14,26,1.0,Final
BEN2201,2026-01-14,27,1.0,Final
BEN2201,2026-01-14,28,1.0,Final
BEN2201,2026-01-14,29,1.0,Final
BEN2201,2026-01-14,30,1.0,Final
BEN2201,2026-01-14,31,1.0,Final
BEN2201,2026-01-14,32,1.02,Final
BEN2201,2026-01-14,33,40.1,Final
BEN2201,2026-01-14,34,30.34,Final
BEN2201,2026-01-14,35,5.67,Final
BEN2201,2026-01-14,36,15.65,Final
BEN2201,2026-01-14,37,5.05,Final
BEN2201,2026-01-14,38,5.07,Final
BEN2201,2026-01-14,39,3.71,Final
BEN2201,2026-01-14,40,1.0,Final
BEN2201,2026-01-14,41,1.0,Final
BEN2201,2026-01-14,42,1.0,Final
BEN2201,2026-01-14,43,2.72,Final
BEN2201,2026-01-14,44,1.64,Final
BEN2201,2026-01-14,45,1.09,Final
BEN2201,2026-01-14,46,0.01,Final
BEN2201,2026-01-14,47,0.01,Final
BEN2201,2026-01-14,48,1.4,Final
BEN2201,2026-01-13,1,11.0,Final
BEN2201,2026-01-13,2,4.96,Final
BEN2201,2026-01-13,3,4.55,Final
BEN2201,2026-01-13,4,2.0,Final
BEN2201,2026-01-13,5,2.03,Final
BEN2201,2026-01-13,6,0.85,Final
BEN2201,2026-01-13,7,0.02,Final
BEN2201,2026-01-13,8,0.01,Final
BEN2201,2026-01-13,9,0.21,Final
BEN2201,2026-01-13,10,1.46,Final
BEN2201,2026-01-13,11,6.81,Final
BEN2201,2026-01-13,12,5.66,Final
BEN2201,2026-01-13,13,2.37,Final
BEN2201,2026-01-13,14,18.32,Final
BEN2201,2026-01-13,15,16.15,Final
BEN2201,2026-01-13,16,44.55,Final
BEN2201,2026-01-13,17,25.82,Final
BEN2201,2026-01-13,18,18.53,Final
BEN2201,2026-01-13,19,25.72,Final
BEN2201,2026-01-13,20,1.88,Final
BEN2201,2026-01-13,21,14.98,Final
BEN2201,2026-01-13,22,6.07,Final
BEN2201,2026-01-13,23,2.8,Final
BEN2201,2026-01-13,24,3.07,Final
BEN2201,2026-01-13,25,6.67,Final
BEN2201,2026-01-13,26,20.18,Final
BEN2201,2026-01-13,27,14.68,Final
BEN2201,2026-01-13,28,3.12,Final
BEN2201,2026-01-13,29,0.66,Final
BEN2201,2026-01-13,30,1.39,Final
BEN2201,2026-01-13,31,2.0,Final
BEN2201,2026-01-13,32,17.99,Final
BEN2201,2026-01-13,33,19.71,Final
BEN2201,2026-01-13,34,11.77,Final
BEN2201,2026-01-13,35,26.21,Final
BEN2201,2026-01-13,36,36.16,Final
BEN2201,2026-01-13,37,45.02,Final
BEN2201,2026-01-13,38,38.21,Final
BEN2201,2026-01-13,39,15.19,Final
BEN2201,2026-01-13,40,2.69,Final
BEN2201,2026-01-13,41,8.32,Final
BEN2201,2026-01-13,42,2.0,Final
BEN2201,2026-01-13,43,8.48,Final
BEN2201,2026-01-13,44,2.34,Final
BEN2201,2026-01-13,45,0.98,Final
BEN2201,2026-01-13,46,0.33,Final
BEN2201,2026-01-13,47,0.02,Final
BEN2201,2026-01-13,48,0.2,Final
BEN2201,2026-01-12,1,0.01,Final
BEN2201,2026-01-12,2,0.01,Final
BEN2201,2026-01-12,3,0.01,Final
BEN2201,2026-01-12,4,0.01,Final
BEN2201,2026-01-12,5,0.01,Final
BEN2201,2026-01-12,6,0.01,Final
BEN2201,2026-01-12,7,0.01,Final
BEN2201,2026-01-12,8,0.01,Final
BEN2201,2026-01-12,9,0.01,Final
BEN2201,2026-01-12,10,0.01,Final
BEN2201,2026-01-12,11,0.01,Final
BEN2201,2026-01-12,12,0.01,Final
BEN2201,2026-01-12,13,0.78,Final
BEN2201,2026-01-12,14,1.72,Final
BEN2201,2026-01-12,15,3.39,Final
BEN2201,2026-01-12,16,2.92,Final
BEN2201,2026-01-12,17,13.17,Final
BEN2201,2026-01-12,18,2.46,Final
BEN2201,2026-01-12,19,5.0,Final
BEN2201,2026-01-12,20,0.65,Final
BEN2201,2026-01-12,21,1.66,Final
BEN2201,2026-01-12,22,5.04,Final
BEN2201,2026-01-12,23,3.02,Final
BEN2201,2026-01-12,24,1.71,Final
BEN2201,2026-01-12,25,8.54,Final
BEN2201,2026-01-12,26,15.29,Final
BEN2201,2026-01-12,27,11.38,Final
BEN2201,2026-01-12,28,15.58,Final
BEN2201,2026-01-12,29,12.71,Final
BEN2201,2026-01-12,30,13.81,Final
BEN2201,2026-01-12,31,17.05,Final
BEN2201,2026-01-12,32,37.88,Final
BEN2201,2026-01-12,33,41.12,Final
BEN2201,2026-01-12,34,43.49,Final
BEN2201,2026-01-12,35,39.28,Final
BEN2201,2026-01-12,36,20.88,Final
BEN2201,2026-01-12,37,16.83,Final
BEN2201,2026-01-12,38,15.01,Final
BEN2201,2026-01-12,39,11.85,Final
BEN2201,2026-01-12,40,14.88,Final
BEN2201,2026-01-12,41,3.67,Final
BEN2201,2026-01-12,42,15.25,Final
BEN2201,2026-01-12,43,73.04,Final
BEN2201,2026-01-12,44,22.65,Final
BEN2201,2026-01-12,45,2.45,Final
BEN2201,2026-01-12,46,7.3,Final
BEN2201,2026-01-12,47,2.44,Final
BEN2201,2026-01-12,48,7.84,Final
BEN2201,2026-01-11,1,0.01,Final
BEN2201,2026-01-11,2,0.01,Final
BEN2201,2026-01-11,3,0.01,Final
BEN2201,2026-01-11,4,0.01,Final
BEN2201,2026-01-11,5,0.01,Final
BEN2201,2026-01-11,6,0.01,Final
BEN2201,2026-01-11,7,0.01,Final
BEN2201,2026-01-11,8,0.01,Final
BEN2201,2026-01-11,9,0.01,Final
BEN2201,2026-01-11,10,0.01,Final
BEN2201,2026-01-11,11,0.01,Final
BEN2201,2026-01-11,12,0.01,Final
BEN2201,2026-01-11,13,0.01,Final
BEN2201,2026-01-11,14,0.01,Final
BEN2201,2026-01-11,15,0.01,Final
BEN2201,2026-01-11,16,0.01,Final
BEN2201,2026-01-11,17,0.01,Final
BEN2201,2026-01-11,18,0.03,Final
BEN2201,2026-01-11,19,1.92,Final
BEN2201,2026-01-11,20,0.68,Final
BEN2201,2026-01-11,21,0.89,Final
BEN2201,2026-01-11,22,0.02,Final
BEN2201,2026-01-11,23,0.39,Final
BEN2201,2026-01-11,24,0.9,Final
BEN2201,2026-01-11,25,1.83,Final
BEN2201,2026-01-11,26,1.76,Final
BEN2201,2026-01-11,27,1.0,Final
BEN2201,2026-01-11,28,1.69,Final
BEN2201,2026-01-11,29,1.99,Final
BEN2201,2026-01-11,30,2.0,Final
BEN2201,2026-01-11,31,4.11,Final
BEN2201,2026-01-11,32,1.99,Final
BEN2201,2026-01-11,33,1.92,Final
BEN2201,2026-01-11,34,1.99,Final
BEN2201,2026-01-11,35,3.82,Final
BEN2201,2026-01-11,36,8.62,Final
BEN2201,2026-01-11,37,3.73,Final
BEN2201,2026-01-11,38,7.83,Final
BEN2201,2026-01-11,39,3.78,Final
BEN2201,2026-01-11,40,4.92,Final
BEN2201,2026-01-11,41,1.99,Final
BEN2201,2026-01-11,42,1.99,Final
BEN2201,2026-01-11,43,2.0,Final
BEN2201,2026-01-11,44,1.91,Final
BEN2201,2026-01-11,45,1.14,Final
BEN2201,2026-01-11,46,0.08,Final
BEN2201,2026-01-11,47,0.02,Final
BEN2201,2026-01-11,48,0.01,Final
BEN2201,2026-01-10,1,0.03,Final
BEN2201,2026-01-10,2,0.02,Final
BEN2201,2026-01-10,3,0.01,Final
BEN2201,2026-01-10,4,0.01,Final
BEN2201,2026-01-10,5,0.01,Final
BEN2201,2026-01-10,6,0.01,Final
BEN2201,2026-01-10,7,0.01,Final
BEN2201,2026-01-10,8,0.01,Final
BEN2201,2026-01-10,9,0.01,Final
BEN2201,2026-01-10,10,0.01,Final
BEN2201,2026-01-10,11,0.01,Final
BEN2201,2026-01-10,12,0.01,Final
BEN2201,2026-01-10,13,0.01,Final
BEN2201,2026-01-10,14,0.01,Final
BEN2201,2026-01-10,15,0.01,Final
BEN2201,2026-01-10,16,0.02,Final
BEN2201,2026-01-10,17,0.01,Final
BEN2201,2026-01-10,18,0.02,Final
BEN2201,2026-01-10,19,1.66,Final
BEN2201,2026-01-10,20,1.91,Final
BEN2201,2026-01-10,21,1.87,Final
BEN2201,2026-01-10,22,1.76,Final
BEN2201,2026-01-10,23,0.96,Final
BEN2201,2026-01-10,24,1.86,Final
